electric field:0,electric field:1,electric field:2,potential,GeometryIds,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.708849,11.086,-39519.2,47985.1,1,1,1.21488,0,2.4,-1.31612
0.6642,11.0257,-39519.3,48185.1,1,1,1.21994,0,2.4,-1.31106
0.61955,10.9655,-39519.3,48385.2,1,1,1.225,0,2.4,-1.306
0.548773,10.9168,-39519.4,48585.2,1,1,1.23007,0,2.4,-1.30093
0.464622,10.8739,-39519.5,48785.3,1,1,1.23513,0,2.4,-1.29587
0.380472,10.8311,-39519.6,48985.3,1,1,1.24019,0,2.4,-1.29081
0.296321,10.7883,-39519.6,49185.3,1,1,1.24525,0,2.4,-1.28575
0.243024,10.6698,-39519.7,49385.4,1,1,1.25031,0,2.4,-1.28069
0.1909,10.5484,-39519.7,49585.4,1,1,1.25538,0,2.4,-1.27562
0.140547,10.4299,-39519.8,49785.5,1,1,1.26044,0,2.4,-1.27056
0.099816,10.3267,-39519.8,49985.6,1,1,1.2655,0,2.4,-1.2655
0.0590863,10.2234,-39519.9,50185.6,1,1,1.27056,0,2.4,-1.26044
0.0183567,10.1202,-39520,50385.6,1,1,1.27562,0,2.4,-1.25538
-0.022373,10.0169,-39520,50585.7,1,1,1.28069,0,2.4,-1.25031
-0.0908308,9.91683,-39520.1,50785.7,1,1,1.28575,0,2.4,-1.24525
-0.182505,9.81935,-39520.1,50985.8,1,1,1.29081,0,2.4,-1.24019
-0.274179,9.72187,-39520.2,51185.8,1,1,1.29587,0,2.4,-1.23513
-0.365856,9.62439,-39520.2,51385.9,1,1,1.30093,0,2.4,-1.23007
-0.453168,9.51274,-39520.3,51586,1,1,1.306,0,2.4,-1.225
-0.51584,9.32108,-39520.3,51786,1,1,1.31106,0,2.4,-1.21994
-0.57127,9.1427,-39520.4,51986.1,1,1,1.31612,0,2.4,-1.21488
-0.60684,9.00074,-39520.4,52186.1,1,1,1.32118,0,2.4,-1.20982
-0.634585,8.87414,-39520.4,52386.2,1,1,1.32624,0,2.4,-1.20476
-0.648334,8.775,-39520.5,52586.2,1,1,1.33131,0,2.4,-1.19969
-0.662084,8.67587,-39520.5,52786.3,1,1,1.33637,0,2.4,-1.19463
-0.675834,8.57673,-39520.6,52986.3,1,1,1.34143,0,2.4,-1.18957
-0.689584,8.47759,-39520.6,53186.4,1,1,1.34649,0,2.4,-1.18451
-0.703334,8.37845,-39520.6,53386.4,1,1,1.35155,0,2.4,-1.17945
-0.703959,8.27519,-39520.7,53586.5,1,1,1.35662,0,2.4,-1.17438
-0.7341,8.21176,-39520.7,53786.5,1,1,1.36168,0,2.4,-1.16932
-0.760925,8.13081,-39520.7,53986.6,1,1,1.36674,0,2.4,-1.16426
-0.78775,8.04986,-39520.7,54186.7,1,1,1.3718,0,2.4,-1.1592
-0.814575,7.96891,-39520.7,54386.7,1,1,1.37686,0,2.4,-1.15414
-0.8414,7.88795,-39520.7,54586.8,1,1,1.38193,0,2.4,-1.14907
-0.866002,7.80692,-39520.6,54786.8,1,1,1.38699,0,2.4,-1.14401
-0.879013,7.72547,-39520.6,54986.9,1,1,1.39205,0,2.4,-1.13895
-0.889855,7.65119,-39520.6,55186.9,1,1,1.39711,0,2.4,-1.13389
-0.896427,7.57789,-39520.6,55387,1,1,1.40217,0,2.4,-1.12883
-0.905316,7.49138,-39520.6,55587,1,1,1.40724,0,2.4,-1.12376
-0.914204,7.40487,-39520.6,55787.1,1,1,1.4123,0,2.4,-1.1187
-0.916122,7.32201,-39520.6,55987.1,1,1,1.41736,0,2.4,-1.11364
-0.907325,7.24477,-39520.6,56187.2,1,1,1.42242,0,2.4,-1.10858
-0.898529,7.16752,-39520.6,56387.2,1,1,1.42748,0,2.4,-1.10352
-0.889732,7.09028,-39520.5,56587.3,1,1,1.43255,0,2.4,-1.09845
-0.877039,7.01982,-39520.6,56787.3,1,1,1.43761,0,2.4,-1.09339
-0.860169,6.94467,-39520.6,56987.4,1,1,1.44267,0,2.4,-1.08833
-0.8433,6.86952,-39520.6,57187.4,1,1,1.44773,0,2.4,-1.08327
-0.82643,6.79437,-39520.6,57387.5,1,1,1.45279,0,2.4,-1.07821
-0.810768,6.72959,-39520.6,57587.6,1,1,1.45786,0,2.4,-1.07314
-0.797219,6.68294,-39520.6,57787.6,1,1,1.46292,0,2.4,-1.06808
-0.783669,6.63629,-39520.6,57987.7,1,1,1.46798,0,2.4,-1.06302
-0.77712,6.58164,-39520.6,58187.7,1,1,1.47304,0,2.4,-1.05796
-0.944795,6.32788,-39520.5,58387.8,1,1,1.4781,0,2.4,-1.0529
-0.998056,6.20737,-39520.5,58587.8,1,1,1.48317,0,2.4,-1.04783
-0.976552,6.17393,-39520.6,58787.9,1,1,1.48823,0,2.4,-1.04277
-0.924069,6.17603,-39520.7,58987.9,1,1,1.49329,0,2.4,-1.03771
-0.805127,6.25434,-39520.9,59188,1,1,1.49835,0,2.4,-1.03265
-0.789127,6.2295,-39520.9,59388,1,1,1.50341,0,2.4,-1.02759
-0.810314,6.16741,-39521,59588.1,1,1,1.50848,0,2.4,-1.02252
-0.820644,6.12063,-39521,59788.1,1,1,1.51354,0,2.4,-1.01746
-0.902034,6.21581,-39521,59988.2,1,1,1.5186,0,2.4,-1.0124
-0.909744,6.20024,-39521.1,60188.3,1,1,1.52366,0,2.4,-1.00734
-0.897276,6.15434,-39521.1,60388.3,1,1,1.52872,0,2.4,-1.00228
-0.884809,6.10845,-39521.1,60588.4,1,1,1.53379,0,2.4,-0.997214
-0.865843,6.05698,-39521.2,60788.4,1,1,1.53885,0,2.4,-0.992152
-0.846129,6.00486,-39521.2,60988.5,1,1,1.54391,0,2.4,-0.98709
-0.790146,5.87829,-39521.3,61188.5,1,1,1.54897,0,2.4,-0.982028
-0.691756,5.66464,-39521.4,61388.6,1,1,1.55403,0,2.4,-0.976966
-0.652652,5.53699,-39521.5,61588.7,1,1,1.5591,0,2.4,-0.971904
-0.649169,5.461,-39521.5,61788.7,1,1,1.56416,0,2.4,-0.966842
-0.645686,5.385,-39521.5,61988.8,1,1,1.56922,0,2.4,-0.96178
-0.642203,5.30901,-39521.6,62188.8,1,1,1.57428,0,2.4,-0.956718
-0.638719,5.23302,-39521.6,62388.9,1,1,1.57934,0,2.4,-0.951656
-0.634241,5.14893,-39521.6,62588.9,1,1,1.58441,0,2.4,-0.946594
-0.61483,4.94344,-39521.6,62789,1,1,1.58947,0,2.4,-0.941532
-0.595419,4.73795,-39521.6,62989.1,1,1,1.59453,0,2.4,-0.93647
-0.584883,4.59773,-39521.5,63189.1,1,1,1.59959,0,2.4,-0.931408
-0.587709,4.55575,-39521.4,63389.2,1,1,1.60465,0,2.4,-0.926346
-0.585258,4.50982,-39521.2,63589.2,1,1,1.60972,0,2.4,-0.921284
-0.523595,4.41671,-39521.1,63789.3,1,1,1.61478,0,2.4,-0.916222
-0.579171,4.40635,-39520.9,63989.3,1,1,1.61984,0,2.4,-0.91116
